StockTicker,ListedExchCode,CompanyName,Sector,Industry,Total_Mark,Total_Price_Valuation_Mark,Total_Stock_Holder_Mark,Total_Analyst_Mark,EpsRegressGrowth_Reuters,EpsRegressGrowth_Reuters_rm,EpsRegressGrowth_Nasdaq,EpsRegressGrowth_Nasdaq_rm,M1QEps,M1QEps_rm,M2QEps,M2QEps_rm,M3QEps,M3QEps_rm,M4QEps,M4QEps_rm,M1QvsM2Q,M1QvsM2Q_rm,M2QvsM3Q,M2QvsM3Q_rm,M3QvsM4Q,M3QvsM4Q_rm,Pe,PEG_Reuters,PEG_Reuters_rm,PEG_Nasdaq,PEG_Nasdaq_rm,PEvsIndustry,PEvsIndustry_rm,PEvsSector,PEvsSector_rm,ReturnOnEquity,ReturnOnEquity_rm,PercentageHeldByInstitutions_Nasdaq,PercentageHeldByInstitutions_Nasdaq_rm,NetSharesTradedByInstitutions,NetSharesTradedByInstitutions_rm,NetNumOfSharesTradedByInsidersIn3M,NetNumOfSharesTradedByInsidersIn3M_rm,ClosePrice,Beta,Fair_Price_PE,Fair_Price_PE_vs_Close_Price_rm,Fair_Price_PEG_Reuters,Fair_Price_PEG_Reuters_vs_Close_Price_rm,Fair_Price_PEG_Nasdaq,Fair_Price_PEG_Nasdaq_vs_Close_Price_rm,PeterLynchAnalysis_rm,BenjaminGarhamAnalysis_rm,MomentumStrategyAnalysis_rm,JamesOShaughnessyAnalysis_rm,MotleyFoolAnalysis_rm,DavidDremanAnalysis_rm,MartinZweigAnalysis_rm,KennethFisherAnalysis_rm,VolumeChange,VolumeChange_rm
UBNT,IXIC,"Ubiquiti Networks Inc ",Technology,"Communications & Networking",32.578598,0,0,21,4.8833333333299995,0,3.82,0,0.994,0,1.32,0,0.763,0,0.917,0,-24.696969696969706,0,73.00131061598951,0,-16.793893129771,0,24.31,4.978156996590429,0,6.363874345549738,0,0.9385964912280702,0,0.7615942028985505,0,67.75,11.578598,0.26402251954258865,0,528793,0,-100616,0,97.44,1.11,133.30044518305223,0,56.11642304397651,0,43.89721556890169,0,0,0,21,0,0,0,0,0,-0.4376,0
WB,IXIC,"Weibo Corp ",Technology,"Internet Services",32.185287,16.811054,0,0,6.78928571429,0,46.35,15.374233,0.605,0,0.438,0,0.58,0,0.448,0,38.127853881278526,0,-24.482758620689648,0,29.464285714285698,0,35.01,5.156654392421784,0,0.7553398058252426,0,-0.5165700082850042,0,1.53695652173913,0,40.31,0,0.4278388300720906,0,1957602,0,0,0,68.4,2.31,135.21730488431876,0,79.14042382550872,0,540.2863863265669,16.811054,0,0,0,0,0,0,0,0,0.1245,0
WRLD,IXIC,"World Acceptance Corp ",Financials,"Consumer Lending",31.992797,27.892345,0,0,6.932142857140001,0,12.72,0,1.727,0,3.706,4.100452,1.363,0,1.102,0,-53.39989206691851,0,171.90022010271463,0,23.684210526315773,0,14.13,2.0383307573424165,0,1.1108490566037736,0,-0.16489361702127658,0,-0.23621621621621613,0,14.38,0,0.9464866017718473,0,3459,0,8426,0,109.82,2.91,677.623675031847,13.949446,404.94690678456686,0,743.049409172853,13.942899,0,0,0,0,0,0,0,0,-0.5098,0
VIA,IXIC,"Viacom Inc ",,"Entertainment Production",31.625553,16.635946,0,0,5.13571428571,0,0,0,1.277,0,0.494,0,1.078,0,1.675,0,158.50202429149797,0,-54.1743970315399,0,-35.64179104477611,0,7.18,1.398052851183364,0,NULL,0,-0.8353211009174312,14.989607,-0.6035339591385975,0,29.35,0,0.18064943051930973,0,-77008,0,0,0,36.36,1.56,236.69023086350973,16.635946,104.79081033911422,0,NULL,0,0,0,0,0,0,0,0,0,-1,0
ANAT,IXIC,"American National Insurance Co ",Financials,"Multiline Insurance & Brokers",31.351814000000005,0,0,5.137931,13.3619047619,0,0,0,3.127,0,0.696,0,5.125,7.166754,2.718,0,349.28160919540227,16.047129,-86.41951219512195,0,88.55776306107433,0,10.96,0.8202423378477621,0,NULL,3,-0.6702767749699158,0,-0.4075675675675675,0,6.27,0,0.6618125348707458,0,164995,0,40,0,126.99,1.14,395.74927231751815,0,455.85897295671595,0,NULL,0,0,0,0,0,0,5.137931,0,0,-0.3448,0
PLD,NYSE,"Prologis Inc ",Financials,"Commercial REITs",31.10993,0,31.10993,0,1.9130952381,0,5.88,0,0.622,0,0.68,0,0.548,0,1.625,0,-8.529411764705886,0,24.087591240875916,0,-66.27692307692308,0,19.35,10.11449906655852,0,3.2908163265306127,0,-0.6513513513513514,0,0.04594594594594592,0,12.34,0,1.1318870725492072,19.026588,7938942,12.083342,-137094,0,66.42,0.74,76.10372706976743,0,12.551179125761564,0,38.57671682502004,0,0,0,0,0,0,0,0,0,-0.1546,0
DFS,NYSE,"Discover Financial Services ",Financials,"Consumer Lending",31.017782999999998,4.726595,0,26.291188000000002,10.6321428571,0,10.2,0,2.23,0,2.141,0,1.526,0,1.588,0,4.156936011209722,0,40.30144167758847,0,-3.9042821158690177,0,10.25,0.9640577762887366,0,1.0049019607843137,0,-0.3942080378250592,0,-0.44594594594594594,0,25.43,0,0.8706785833104729,0,385583,0,-61053,0,77.33,1.52,343.5769636682927,4.726595,314.91028966637447,0,302.1107783979815,0,11.222222,0,8,0,0,7.068966,0,0,-0.2939,0
BIIB,IXIC,"Biogen Inc ",Healthcare,Pharmaceuticals,30.641558000000003,0,0,0,15.253571428599999,0,8.32,0,4.18,5.110983,5.54,10.230323,4.145,1.16916,5.789,14.131092,-24.548736462093867,0,33.65500603136311,0,-28.39868716531353,0,17.94,1.1761180051488156,0,2.15625,0,-0.4238921001926782,0,-0.4631956912028725,0,34.74,0,0.8892614089345373,0,-1620697,0,-1163,0,345.41,0.88,507.6348678260869,0,667.5210962097532,0,364.09673278560723,0,0,0,0,0,0,0,0,0,-0.2368,0
AET,NYSE,"Aetna Inc ",Healthcare,"Managed Healthcare",30.251477,0,0,0,42.3214285714,11.028044,9.36,0,3.675,0,3.668,3.100258,1.042,0,2.524,0,0.190839694656475,0,252.01535508637235,6.144102,-58.716323296354986,0,18.66,0.440911392405361,9.979073,1.9935897435897438,0,-0.22022565816966144,0,-0.4416517055655297,0,21.96,0,0.8462989615149664,0,4104629,0,-861,0,203.15,0.73,238.1136827170418,0,868.7337254295074,0,192.13310950271645,0,0,0,0,0,0,0,0,0,0.6119,0
PAHC,IXIC,"Phibro Animal Health Corp ",Healthcare,Pharmaceuticals,30.061322,0,16.992748,0,1.23333333333,0,5.19,0,0.447,0,0.491,0,0.34,0,0.394,0,-8.96130346232179,0,44.41176470588235,0,-13.705583756345174,0,23.21,18.818918918969782,0,4.472061657032755,0,-0.24959586162301972,0,-0.2915140415140415,0,53.48,9.060732,1.092135191074764,16.992748,589180,0,56460,4.007842,42.79,1.36,75.1211727014218,0,7.987021235474409,0,33.61024882072234,0,0,0,0,0,0,0,0,0,-0.3325,0
PFIE,IXIC,"Profire Energy Inc ",Energy,"Oil Related Services and Equipment",30.005359,0,11.052848,15.956522,0.5,0,14.29,0,0.035,0,0.038,0,0.028,0,0.025,0,-7.894736842105255,0,35.7142857142857,0,11.99999999999999,0,36.1,72.2,0,2.5262421273617917,0,-0.7221794674465137,2.995989,1.2012195121951224,0,6.07,0,0.4197741982446654,0,7844599,11.052848,0,0,3.33,1.68,4.643042060941828,0,0.20013112331645808,0,5.7197475043843715,0,0,0,0,0,15.956522,0,0,0,-0.8159,0
EBIX,IXIC,"Ebix Inc ",Technology,Software,29.984522,0,0,0,1.7619047619,0,0,0,0.923,0,0.828,0,0.761,0,0.765,0,11.473429951690829,0,8.804204993429687,0,-0.5228758169934622,0,21.21,12.038108108140644,0,NULL,12,-0.35256410256410253,0,-0.9830498993063325,17.984522,23.2,0,0.6809906639992379,0,125273,0,0,0,78.7,1.74,193.43703055162658,0,29.380829763509194,0,NULL,0,0,0,0,0,0,0,0,0,-1,0
AAP,NYSE,"Advance Auto Parts Inc ",,"Auto Vehicles, Parts & Service Retailers",29.075592,0,0,0,7.80238095238,0,NULL,0,1.883,0,2.184,0,0.549,0,1.295,0,-13.782051282051288,0,297.8142076502732,9.075592,-57.6061776061776,0,28.69,3.6770826975897073,0,NULL,20,0.5609357997823723,0,0.5842076200993926,0,12.92,0,NULL,0,NULL,0,NULL,0,168.4,1.07,188.17053565702335,0,126.56708648357764,0,NULL,0,0,0,0,0,0,0,0,0,0.1909,0
BRID,IXIC,"Bridgford Foods Corp ","Consumer Non-Cyclicals","Food Processing",28.689655000000002,0,0,9.689655,0.595238095238,0,0,0,0.16,0,0.511,0,0.173,0,0.328,0,-68.68884540117418,0,195.37572254335265,0,-47.25609756097562,0,14.11,23.704800000003793,0,NULL,19,-0.3120429058995613,0,-0.6371817948058627,0,20.21,0,0.045162498622893024,0,8520,0,0,0,17,1.1,39.70734939759037,0,2.0375281915837444,0,NULL,0,0,0,0,0,0,0,0,9.689655,-0.9878,0
ORLY,IXIC,"O"Reilly Automotive Inc ",,"Auto Vehicles, Parts & Service Retailers",27.446282,0,0,0,17.9833333333,0,11.58,0,4.278,7.103598,3.607,0,2.919,0,3.223,5.088459,18.602716939284704,0,23.569715656046597,0,-9.432206019236734,0,18.64,1.0365152919389,0,1.609671848013817,0,-0.3759625041848008,0,-0.021522309711286103,0,83.79,15.254225,0.896688901853208,0,295675,0,-156803,0,342.09,0.8,439.886630472103,0,681.9506814346541,0,439.1282052471511,0,0,0,0,0,0,0,0,0,-0.3256,0
IFF,NYSE,"International Flavors & Fragrances Inc ","Consumer Non-Cyclicals","Food Processing",27.033223,0,0,0,4.10595238095,0,7.6,0,1.248,0,1.634,0,1.249,0,1.387,0,-23.623011015911864,0,30.824659727782212,0,-9.949531362653197,0,29.38,7.155465352280172,0,3.8657894736842104,0,0.30461811722912957,0,-0.27919528949950934,0,23.56,0,0.8574181183346616,0,476964,0,3870771,27.033223,139.4,1.19,169.16645493533014,0,59.87839727746463,0,110.83319461280252,0,0,0,0,0,0,0,0,0,-0.0235,0
EBTC,IXIC,"Enterprise Bancorp Inc ",Financials,Banks,26.833333,0,0,8.833333,3.44285714286,0,0,0,0.644,0,0.583,0,0.644,0,0.472,0,10.463121783876517,0,-9.472049689440997,0,36.44067796610171,0,20.86,6.058921161820698,0,NULL,18,0.08532778355879289,0,0.05888324873096451,0,9.47,0,0.21293612654980762,0,226,0,-1717,0,33.25,0.96,45.84636241610738,0,13.60711002745203,0,NULL,0,0,0,0,0,0,0,8.833333,0,-0.1147,0
CCMP,IXIC,"Cabot Microelectronics Corp ",Technology,Semiconductors,26.613971,0,0,0,4.11785714286,0,10.81,0,1.316,0,1.144,0,0.202,0,1.029,0,15.034965034965042,0,466.33663366336623,12.619049,-80.36929057337221,0,25.37,6.160971379007,0,2.346901017576318,0,0.20637184973846878,0,-0.9797254099670748,13.994922,15.64,0,0.9847356659230558,0,-40256,0,1436,0,102.56,1.39,168.35601980291682,0,59.76431368007937,0,156.89039431633887,0,0,0,0,0,0,0,0,0,0.0897,0
RDIB,IXIC,"Reading International Inc ",,"Leisure & Recreation",25.686729999999997,1.585845,0,0,4.19404761905,0,0,0,0.22,0,0.335,0,0.888,0,0.067,0,-34.32835820895522,0,-62.27477477477477,0,1225.3731343283582,16.109395,10.48,2.4987794493315363,0,NULL,0,-0.7734054054054054,7.99149,-0.42131419105466594,0,20.01,0,0.07288340273646639,0,69,0,0,0,32.5,1.4,130.07876908396943,1.585845,47.03073722117041,0,NULL,0,0,0,0,0,0,0,0,0,-0.7917,0
CVGI,IXIC,"Commercial Vehicle Group Inc ",,"Auto, Truck & Motorcycle Parts",25.542821,14.542821,0,0,5.7023809523799995,0,0,0,0.432,0,0.322,0,0.131,0,0.156,0,34.1614906832298,0,145.80152671755724,0,-16.025641025641026,0,8.74,1.5326931106474377,0,NULL,11,-0.5208333333333333,0,-0.5173937051352844,0,38.03,0,0.8206426225284987,0,631426,0,0,0,9.11,1.8,56.212869336384436,14.542821,27.63337891227796,0,NULL,0,0,0,0,0,0,0,0,0,-0.2178,0
NXST,IXIC,"Nexstar Media Group Inc ",,Broadcasting,25.233007,0,20.010785,5.222222,15,0,-11.83,0,1.861,0,1.009,0,1.185,0,0.979,0,84.44003964321112,0,-14.852320675105501,0,21.04187946884577,0,25.36,1.6906666666666665,0,-2.143702451394759,0,0.048800661703887416,0,0.3312335958005248,0,14.42,0,1.151823466139831,20.010785,-1346069,0,-46530,0,80.99,2.26,216.24540778391165,0,279.6276824791961,0,-220.53303224859266,0,0,0,0,5.222222,0,0,0,0,-0.2222,0
AXTI,IXIC,"AXT Inc ",Technology,Semiconductors,24.86176,11.852558,0,0,0.57619047619,0,40.79,13.009202,0.096,0,0.071,0,0.076,0,0.109,0,35.21126760563382,0,-6.578947368421062,0,-30.27522935779816,0,19.99,34.69338842978074,0,0.4900710958568276,0,0.25802391441157946,0,0.448550724637681,0,8.03,0,0.5522064741464402,0,-649639,0,0,0,7.07,1.16,12.291953636818409,0,0.6105609154572242,0,43.22317145222612,11.852558,0,0,0,0,0,0,0,0,-0.2108,0
ON,IXIC,"ON Semiconductor Corp ",Technology,Semiconductors,24.794455,0,7.59795,0,3.07857142857,0,8.35,0,0.35,0,0.314,0,0.184,0,0.254,0,11.46496815286624,0,70.65217391304348,0,-27.559055118110244,0,16.7,5.424593967519918,0,2,0,0.05097545626179989,0,0.2101449275362317,0,18.71,0,0.9450076041256077,0,7277933,7.59795,650170,17.196505,18.75,2.1,70.64157934131737,0,18.747857571486243,0,50.84975754310345,0,0,0,0,0,0,0,0,0,-0.3267,0
IVZ,NYSE,"Invesco Ltd ",Financials,"Investment Management & Fund Operators",24.603358,10.610231,0,0,1.07976190476,0,6.27,0,0.592,0,0.617,0,0.676,0,0.652,0,-4.051863857374394,0,-8.72781065088758,0,3.6809815950920255,0,9.07,8.400000000014819,0,1.4465709728867624,0,-0.833730522456462,13.993127,-0.5097297297297297,0,12.44,0,0.8033498122181142,0,188133,0,11421,0,22.98,1.62,122.97421428886439,10.610231,11.446799298009363,0,66.46968306820514,0,0,0,0,0,0,0,0,0,-0.1554,0
MBUU,IXIC,"Malibu Boats Inc ",,"Recreational Products",24.327368999999997,0,0,0,9.675,0,21.38,0,0.48,0,0.759,0,1.988,0,0.305,0,-36.75889328063241,0,-61.82092555331992,0,551.8032786885245,10.040189,15.72,1.6248062015503875,0,0.7352666043030871,0,-0.5270758122743682,0,-0.13197128658199886,0,79.39,14.28718,0.9908301583434835,0,432968,0,-49446,0,52.8,1.12,112.70825038167939,0,94.00451055540933,0,207.7329649276125,0,0,0,0,0,0,0,0,0,0.2869,0
POOL,IXIC,"Pool Corp ",,"Recreational Products",24.307653000000002,0,0,0,16.8678571429,0,9.07,0,2.799,0,0.749,0,0.328,0,1.156,0,273.69826435246995,12.232798,128.35365853658533,0,-71.62629757785467,0,33.19,1.9676476815533321,0,3.6593164277839025,0,-0.0015042117930206267,0,0.8326891220320265,0,68.34,12.074855,0.9665606706941191,0,858264,0,-26489,0,164.26,0.9,133.45147556492918,0,194.05520908089963,0,104.3452485667162,0,0,0,0,0,0,0,0,0,0.1874,0
URI,NYSE,"United Rentals Inc ",Industrials,"Business Support Services",23.587113,23.587113,0,0,15.694047619000001,0,14.17,0,3.207,0,2.147,0,2.424,0,2.325,0,49.371215649743824,0,-11.427392739273934,0,4.258064516129023,0,16.1,1.0258666464417079,0,1.1362032462949896,0,-0.49339207048458145,0,-0.33526011560693636,0,33.65,0,0.8851798835017161,0,382512,0,-33973,0,160.4,2.46,734.2938648447205,5.615955,993.4519725183269,8.102205,896.9779366249732,9.868953,0,0,0,0,0,0,0,0,-0.3268,0
CSX,IXIC,"CSX Corp ",Industrials,"Ground Freight & Logistics",22.703764,0,19.62049,0,7.20952380952,0,10.46,0,1.01,0,0.783,0,0.705,0,0.507,0,28.99106002554277,0,11.06382978723406,0,39.053254437869825,0,24.97,3.463474240424551,0,2.3871892925430207,0,0.05939753924480273,0,0.030966143682906733,0,20.82,0,0.7583356372938865,0,13004634,19.62049,54570,3.083274,74.33,1.28,114.15944919503403,0,70.95131612528334,0,102.9403309120738,0,0,0,0,0,0,0,0,0,-0.2545,0
WBA,IXIC,"Walgreens Boots Alliance Inc ","Consumer Non-Cyclicals","Drug Retailers",22.567971,0,1.23832,0,4.623809523809999,0,7.77,0,1.208,0,1.54,0,0.812,0,0.758,0,-21.558441558441565,0,89.65517241379311,0,7.12401055408971,0,16.78,3.6290422245104406,0,2.15958815958816,0,-0.25521526853084775,0,-0.5685266135253279,0,14.94,0,0.6352282267848434,0,4624250,1.23832,1693664,21.329651,73.49,0.98,128.5933976281287,0,51.25787729758859,0,86.13540513539309,0,0,0,0,0,0,0,0,0,-0.4488,0
GPS,NYSE,"Gap Inc ",,"Apparel & Accessories Retailers",22.419539999999998,0,0,22.419539999999998,2.08452380952,0,5.58,0,0.762,0,0.417,0,0.608,0,0.583,0,82.73381294964031,0,-31.41447368421053,0,4.288164665523153,0,13.97,6.701770416916874,0,2.503584229390681,0,-0.6033503691084611,0,-0.2666666666666666,0,30.45,0,0.5950692109340071,0,842324,0,0,0,27.31,0.91,53.299482326413745,0,9.577934477974129,0,25.63888891218868,0,0,8.833333,0,0,0,0,0,13.586207,-0.0167,0
TECD,IXIC,"Tech Data Corp ",,"Computer & Electronics Retailers",22.333333,0,0,22.333333,5.20476190476,0,8.13,0,1.967,0,0.806,0,2.531,0,0.97,0,144.04466501240694,0,-68.15487949427104,0,160.9278350515464,0,11.2,2.1518755718214644,0,1.3776137761377611,0,-0.34997098084735934,0,-0.3815571507454445,0,8.63,0,0.9710593914722614,0,-332066,0,-1562,0,71.05,0.72,136.8468675,0,61.40132437497753,0,95.91077868750001,0,0,22.333333,0,0,0,0,0,0,0.0211,0
AEIS,IXIC,"Advanced Energy Industries Inc ",Technology,Semiconductors,22.207098000000002,0,0,6.222222,6.79285714286,0,20.73,0,1.171,0,1.205,0,1.106,0,2.086,0,-2.8215767634854783,0,8.951175406871602,0,-46.979865771812065,0,22.17,3.263722397474968,0,1.0694645441389292,0,0.0542082738944365,0,-0.9822827094588115,15.984876,37.36,0,0.9896963491333026,0,68658,0,-860,0,52.56,1.35,95.89141705006766,0,56.15316355582063,0,171.36457546964678,0,6.222222,0,0,0,0,0,0,0,-0.2521,0
MOS,NYSE,"Mosaic Co ","Basic Materials","Agricultural Chemicals",21.391476,0,14.554053,0,1.69642857143,0,26.93,6.837423,0.175,0,0.11,0,0.075,0,0.646,0,59.09090909090908,0,46.66666666666668,0,-88.39009287925697,0,32.65,19.246315789457476,0,1.2124025250649832,0,0.14360770577933435,0,-0.029717682020802383,0,3.65,0,0.7678271303228886,0,8724173,14.554053,-8229,0,33.05,1.53,46.40192669218989,0,6.785996052588903,0,107.72447291557532,0,0,0,0,0,0,0,0,0,-0.196,0
CBAN,IXIC,"Colony Bankcorp Inc ",Financials,Banks,21,0,0,0,2.3369047619,0,0,0,0.356,0,0.37,0,0.303,0,0.304,0,-3.7837837837837895,0,22.112211221122124,0,-0.3289473684210509,0,14.52,6.21334691799534,0,NULL,21,-0.24453694068678455,0,-0.26294416243654817,0,9.29,0,0.1641606825453253,0,19933,0,22400,0,18,1.12,41.598743801652894,0,8.380370903374205,0,NULL,0,0,0,0,0,0,0,0,0,-0.766,0
LOW,NYSE,"Lowe"s Companies Inc ",,"Home Improvement Products & Services Retailers",20.531419999999997,0,8.25035,11.222222,13.8321428571,0,15.97,0,1.861,0,1.192,0,0.692,0,1.046,0,56.12416107382552,0,72.25433526011562,0,-33.8432122370937,0,23.07,1.6678543764575302,0,1.4445835942391985,0,-0.07460890493381467,0,0.21102362204724412,0,48.71,1.058848,0.7493711454993834,0,7561328,8.25035,-31692,0,112.59,1.13,165.22926565669698,0,197.02369023596202,0,227.47511832219408,0,0,0,0,11.222222,0,0,0,0,0.1607,0
USB,NYSE,"U.S. Bancorp ",Financials,Banks,20.369045,0,20.369045,0,1.05119047619,0,6.82,0,1.019,0,0.964,0,0.421,0,0.885,0,5.705394190871371,0,128.978622327791,0,-52.42937853107345,0,16.06,15.277916194797408,0,2.354838709677419,0,-0.10429447852760743,0,-0.131891891891892,0,12.54,0,0.7563696834648521,0,14554387,20.369045,-73976,0,52.74,1.02,100.35778348692403,0,9.094409156292466,0,59.003455463863965,0,0,0,0,0,0,0,0,0,-0.2324,0
AMWD,IXIC,"American Woodmark Corp ",,"Construction Supplies & Fixtures",19.418442,0,0,0,0.17023809523800001,0,13.65,0,1.406,0,1.086,0,0.048,0,1.214,0,29.4659300184162,0,2162.5,19.418442,-96.04612850082373,0,21.83,128.23216783223955,0,1.5992673992673991,0,-0.06349206349206349,0,0.1459317585301836,0,21.31,0,0.8377245683022739,0,117264,0,5740,0,76.71,1.54,162.13443872652311,0,2.3794360363177174,0,190.78750763940008,0,0,0,0,0,0,0,0,0,0.0914,0
UFPI,IXIC,"Universal Forest Products Inc ","Basic Materials","Forest & Wood Products",19.370838,10.681183,0,8.689655,4.48333333333,0,17.98,0,0.711,0,0.531,0,0.678,0,0.547,0,33.898305084745736,0,-21.68141592920354,0,23.948811700182816,0,13.74,3.0646840148721672,0,0.764182424916574,0,-0.6296495956873316,0,-0.5916790490341752,0,15.41,0,0.8084364615784009,0,379012,0,-20400,0,33.8,1.69,124.55838733624451,0,48.14110085262193,0,193.065500371179,10.681183,0,0,0,0,0,0,0,8.689655,-0.041,0
RL,NYSE,"Ralph Lauren Corp ",,"Apparel & Accessories",19.364573,0,10.000641,0,19.4535714286,0,7.75,0,1.309,0,0.381,0,1.83,0,1.747,0,243.56955380577426,9.363932,-79.18032786885246,0,4.7510017172295305,0,25.72,1.3221222691370338,0,3.3187096774193545,0,-0.48539415766306526,0,0.42020982882385427,0,12.79,0,1.0538456985646798,10.000641,1195246,0,7912,0,129.96,0.69,104.4585838413686,0,175.18038983521257,0,69.78914006643161,0,0,0,0,0,0,0,0,0,0.1137,0
PTSI,IXIC,"PAM Transportation Services Inc ",Industrials,"Ground Freight & Logistics",18.372446,0,0,0,6.31785714286,0,0,0,1.17,0,0.221,0,0.363,0,0.541,0,429.4117647058823,18.372446,-39.11845730027548,0,-32.90203327171904,0,28.33,4.484115319387457,0,NULL,0,0.20195163343232925,0,0.16969446738232863,0,12.78,0,0.27686157912124215,0,-14103,0,-36775,0,63.16,1.41,94.18266260501234,0,51.29591445453885,0,NULL,0,0,0,0,0,0,0,0,0,0.407,0
CVX,NYSE,"Chevron Corp ",Energy,"Oil & Gas Refining and Marketing",18.325018999999998,0,9.058815,4.222222,16.4345238095,0,16.11,0,1.776,0,1.902,0,0.572,0,1.03,0,-6.624605678233431,0,232.51748251748253,5.043982,-44.466019417475735,0,37.96,2.3097718218070407,0,2.356300434512725,0,0.3914956011730204,0,1.3146341463414637,0,3.97,0,0.6600715294807757,0,7627906,9.058815,-9500,0,124.74,1.23,121.09911017386722,0,171.56950081566245,0,168.18160904318972,0,0,0,0,4.222222,0,0,0,0,-0.1794,0
HSIC,IXIC,"Henry Schein Inc ",Healthcare,"Medical Equipment, Supplies & Distribution",18.213290999999998,0,14.991069,3.222222,1.0630952381,0,8.81,0,0.916,0,0.91,0,0.867,0,0.872,0,0.659340659340657,0,4.959630911188007,0,-0.5733944954128489,0,24.38,22.933034714342963,0,2.767309875141884,0,-0.3790117167600612,0,-0.2704967085577499,0,18.97,0,1.081575439052102,14.991069,836846,0,0,0,86.26,0.95,100.70607329778507,0,9.22932301470904,0,76.48452635805917,0,0,0,0,3.222222,0,0,0,0,-0.0357,0
VNOM,IXIC,"Viper Energy Partners LP ",Energy,"Oil & Gas Exploration and Production",18.107993999999998,0,0,7,11.9797619048,0,12.3,0,1.354,0,0.376,0,0.369,0,0.241,0,260.10638297872345,11.107994,1.8970189701897011,0,53.11203319502076,0,18.41,1.53675842193688,0,1.4967479674796746,0,0.3112535612535614,0,0.4669322709163346,0,39.22,0,0.6009564314950243,0,1572910,0,-7100,0,43,1,69.97952199891363,0,72.27051825506027,0,74.20242418850326,0,0,0,7,0,0,0,0,0,-1,0
WSFS,IXIC,"WSFS Financial Corp ",Financials,Banks,17.690386,0,0,0,5.91904761905,0,5,0,0.891,0,1.158,0,0.114,0,0.637,0,-23.056994818652843,0,915.7894736842104,17.690386,-82.10361067503923,0,16.55,2.796057924375384,0,3.31,0,-0.0769659788064696,0,-0.10540540540540533,0,12.1,0,0.7937363086994839,0,111095,0,-178138,0,46.47,1.1,92.53875752265861,0,47.219078653822216,0,39.88739548390457,0,0,0,0,0,0,0,0,0,0.113,0
WETF,IXIC,"Wisdom Tree Investments Inc ",Financials,"Investment Management & Fund Operators",17.449715,0,0,0,0.408333333333,0,21.74,0,0.102,0,0.06,0,0.005,0,0.059,0,70,0,1100,17.449715,-91.52542372881356,0,48.9,119.75510204091408,0,2.249310027598896,0,-0.5541575492341357,0,1.482233502538071,0,14.34,0,0,0,0,0,0,0,8.25,3.17,16.02362070552147,0,0.5640498667887294,0,30.03047535672731,0,0,0,0,0,0,0,0,0,-0.3064,0
MDLZ,IXIC,"Mondelez International Inc ","Consumer Non-Cyclicals","Food Processing",17.146452,0,10.138577,0,2.93571428571,0,8.43,0,0.217,0,0.623,0,0.491,0,0.651,0,-65.1685393258427,0,26.883910386965383,0,-24.57757296466975,0,21.61,7.361070559621451,0,2.5634638196915778,0,0.05363237445148705,0,-0.44433016199537156,0,11.77,0,0.7666807320069312,0,7784775,10.138577,89198,7.007875,43.23,0.82,49.14740881999074,0,12.438168118834179,0,35.716608306251885,0,0,0,0,0,0,0,0,0,-0.3789,0
ATLO,IXIC,"Ames National Corp ",Financials,Banks,17,0,0,0,0.628571428571,0,0,0,0.464,0,0.434,0,0.416,0,0.422,0,6.912442396313367,0,4.326923076923084,0,-1.4218009478673022,0,15.6,24.818181818198738,0,NULL,17,-0.1299498047964306,0,-0.15675675675675682,0,9.52,0,0.2400998818601654,0,-14886,0,4824,0,27.32,0.68,35.67970984615385,0,1.9333832921548015,0,NULL,0,0,0,0,0,0,0,0,0,-0.511,0
NTAP,IXIC,"NetApp Inc ",Technology,"Computer Hardware",16.984979,0,0,0,10.3928571429,0,11.45,0,1.052,0,0.924,0,1.306,0,0.636,0,13.85281385281385,0,-29.249617151607964,0,105.34591194968553,0,21.4,2.059106529201131,0,1.8689956331877728,0,0.2083568605307735,0,-0.9828980596490107,16.984979,20.9,0,0.9631391108814046,0,1904357,0,-146662,0,85.67,1.15,137.93330376168223,0,123.57940700374093,0,136.14968345441912,0,0,0,0,0,0,0,0,0,-0.3432,0
INTC,IXIC,"Intel Corp ",Technology,Semiconductors,16.597288,0,16.597288,0,5.7321428571399995,0,2.59,0,1.016,0,0.93,0,1.006,0,0.937,0,9.247311827956995,0,-7.554671968190851,0,7.36392742796157,0,11.94,2.082990654206646,0,4.61003861003861,0,-0.24858401510383898,0,-0.13478260869565228,0,26.69,0,0.6772465248319237,0,9547686,16.597288,-48743,0,48.1,0.94,113.4553311557789,0,56.063979835263034,0,25.33183687012649,0,0,0,0,0,0,0,0,0,0.4035,0
ALLE,NYSE,"Allegion PLC ",Technology,"Communications & Networking",16.225978,0,0,0,9.25476190476,0,9.48,0,1.191,0,0.754,0,0.645,0,0.937,0,57.957559681697624,0,16.89922480620154,0,-31.16328708644611,0,25.84,2.79207615127405,0,2.7257383966244726,0,1.0606060606060606,0,0.872463768115942,0,87.59,16.225978,0.9624555435091523,0,-1668643,0,-3281,0,91.32,1.08,114.35455114551083,0,91.23483996356921,0,93.45527110857265,0,0,0,0,0,0,0,0,0,-0.1816,0
